Anio;Nivel;rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;prom_lect2m_rbd;prom_mate2m_rbd;palu_eda_insuficiente_lect2m_rbd;palu_eda_insuficiente_mate2m_rbd;total_profesores;total_hh;total_prioritarios;total_beneficiarios;total_matriculados;promedio_asistencia;latitud;longitud;pago_mensual
2022;2m;4712;0;LICEO SANTA LEONOR;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;2;1;2;1;237;241;56;54,2;51;1842;112;112;496;85,25382263;-36,776691;-73,085098;GRATUITO
2022;2m;4715;5;LICEO SIMÓN BOLÍVAR;8;DEL BIOBÍO;81;CONCEPCI;8112;HUALPÉN;2;1;2;1;212;205;81,3;90,3;21;727;45;45;155;78,36363636;-36,794151;-73,090233;GRATUITO
2022;2m;4717;1;LICEO TÉCNICO PROFESIONAL LUCILA GODOY ALCAYAGA;8;DEL BIOBÍO;81;CONCEPCI;8112;HUALPÉN;2;1;2;1;232;225;75;68,4;44;1560;37;37;262;76,03100775;-36,781818;-73,109268;GRATUITO
2022;2m;4733;3;LICEO BICENTENARIO ANITA SERRANO SEPULVEDA;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;2;1;2;1;228;206;65,2;79,2;36;1250;39;39;239;90,04477612;-36,720798;-73,112259;GRATUITO
2022;2m;4760;0;COLEGIO BERNARDO O´HIGGINS;8;DEL BIOBÍO;81;CONCEPCI;8112;HUALPÉN;3;2;3;1;255;262;50;41,9;101;3753;509;507;1864;84,64944962;-29,96076;-71,337341;GRATUITO
2022;2m;4762;7;LICEO LA ASUNCION;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;3;1;258;262;42,4;41,8;141;5430;1086;1086;2698;85,69592476;-36,746559;-73,109711;GRATUITO
2022;2m;4778;3;COLEGIO PARTICULAR TALCAHUANO;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;3;1;248;251;45,2;50,8;43;1587;266;0;663;90,3091922;-36,738239;-73,101677;$50.001 A $100.000
2022;2m;4779;1;COLEGIO ADVENTISTA DE TALCAHUANO CENTRO;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;3;1;254;262;41,8;44,4;45;1738;280;0;737;88,8489426;-36,721031;-73,110039;$25.001 A $50.000
2022;2m;4782;1;CENTRO EDUCACIÓN EVANGÉLICO DE HUALPÉN;8;DEL BIOBÍO;81;CONCEPCI;8112;HUALPÉN;3;2;2;1;230;263;60,8;42,3;96;3620;474;474;1211;85,31219512;-36,784519;-73,097328;GRATUITO
2022;2m;4785;6;COLEGIO SANTA BERNARDITA;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;4;1;271;279;26,7;29;55;1807;395;395;965;89,22473868;-36,7495;-73,093163;GRATUITO
2022;2m;4790;2;COLEGIO MONTANER DE HUALPEN;8;DEL BIOBÍO;81;CONCEPCI;8112;HUALPÉN;3;2;3;1;251;270;41;31,6;50;1803;400;0;1037;88,04441261;-36,787029;-73,110573;$25.001 A $50.000
2022;2m;4796;1;ARTURO PRAT CHACON;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;4;3;4;1;290;323;17,8;6,7;25;955;33;33;215;82,40414508;-36,77615;-73,089211;GRATUITO
2022;2m;4798;8;SAGRADOS CORAZONES;8;DEL BIOBÍO;81;CONCEPCI;8112;HUALPÉN;4;3;5;1;280;331;25,6;9,1;99;2941;95;0;1353;96,87855297;-36,800642;-73,0863;MAS DE $100.000
2022;2m;4805;4;LICEO PENCOPOLITANO;8;DEL BIOBÍO;81;CONCEPCI;8107;PENCO;2;1;1;1;211;215;81,5;82;64;2410;126;120;705;79,518;-36,738831;-73,00135;GRATUITO
2022;2m;4822;4;COLEGIO EL REFUGIO;8;DEL BIOBÍO;81;CONCEPCI;8107;PENCO;3;2;3;1;266;295;36;30,4;37;1228;201;201;637;90,46831956;-36,74073;-72,997993;GRATUITO
2022;2m;4824;0;LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME;8;DEL BIOBÍO;81;CONCEPCI;8111;TOMÉ;5;2;1;1;207;214;82,2;78,1;36;1303;91;0;462;83,92244898;-36,610809;-72,955467;GRATUITO
2022;2m;4825;9;LICEO COMERCIAL DE TOME;8;DEL BIOBÍO;81;CONCEPCI;8111;TOMÉ;2;1;1;1;205;214;86,1;80;54;2063;64;64;365;91,56744186;-36,613941;-72,956596;GRATUITO
2022;2m;4829;1;LICEO VICENTE ALBERTO PALACIOS VALDES;8;DEL BIOBÍO;81;CONCEPCI;8111;TOMÉ;2;1;2;1;236;238;59,3;61,8;59;2295;138;138;548;91,9390681;-36,61372;-72,956017;GRATUITO
2022;2m;4830;5;LICEO REPÚBLICA DEL ECUADOR;8;DEL BIOBÍO;81;CONCEPCI;8111;TOMÉ;2;1;3;1;263;258;36,2;44,1;82;3112;358;358;1023;86,92679128;-36,615749;-72,953423;GRATUITO
2022;2m;4865;8;ESCUELA PARTICULAR MARGARITA NASEAU;8;DEL BIOBÍO;81;CONCEPCI;8111;TOMÉ;3;2;3;1;285;281;18,3;35,7;54;1997;361;361;975;88,89839572;-36,6171;-72,961319;GRATUITO
2022;2m;4868;2;COLEGIO PADRE LUIS AMIGO;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;3;1;248;241;56,3;59,4;42;1346;189;0;517;86,29585799;-36,799599;-73,060516;$25.001 A $50.000
2022;2m;4870;4;LICEO LUIS DE ALAVA;8;DEL BIOBÍO;81;CONCEPCI;8104;FLORIDA;6;4;2;1;234;242;61;47,5;31;970;64;64;248;90,18439716;-36,826229;-72,660881;GRATUITO
2022;2m;4871;2;LICEO COPIULEMU;8;DEL BIOBÍO;81;CONCEPCI;8104;FLORIDA;6;4;2;2;220;244;83,3;61,5;33;938;44;44;242;90,11377246;-36,899818;-72,805252;GRATUITO
2022;2m;4897;6;LICEO SAN JUAN BAUTISTA DE HUALQUI;8;DEL BIOBÍO;81;CONCEPCI;8105;HUALQUI;6;4;1;1;210;211;82,8;80,7;69;2584;91;85;572;88,4358209;-36,9734;-72,934479;GRATUITO
2022;2m;4922;0;ESCUELA ALONSO DE ERCILLA;8;DEL BIOBÍO;81;CONCEPCI;8105;HUALQUI;3;2;2;1;256;255;45,2;45,5;29;1118;30;30;254;76,06355932;-29,87553;-71,247383;GRATUITO
2022;2m;4925;5;LICEO NUEVA ZELANDIA;8;DEL BIOBÍO;81;CONCEPCI;8109;SANTA JUANA;2;1;1;1;227;235;58,4;63;53;1935;94;94;587;85,06647399;-37,180279;-72,940598;GRATUITO
2022;2m;4948;4;LICEO POLITECNICO ROSAURO SANTANA RIOS;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;2;1;1;1;215;207;78,4;90,4;42;1506;61;0;287;90,25210084;-37,0952;-73,152512;GRATUITO
2022;2m;4949;2;LICEO COMERCIAL PRESIDENTE FREI MONTALVA;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;2;1;2;1;224;217;61,5;77,3;22;711;18;0;89;96,4494382;-37,07481;-73,149513;GRATUITO
2022;2m;4951;4;LICEO CARLOS COUSIÑO GOYENECHEA;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;2;1;2;1;235;223;64,7;71;60;2431;225;225;765;91,4459279;-37,085049;-73,162247;GRATUITO
2022;2m;4952;2;LICEO BALDOMERO LILLO FIGUEROA;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;2;1;1;1;223;214;71,1;74,3;48;1875;81;81;489;86,57518797;-37,092091;-73,155777;GRATUITO
2022;2m;4958;1;LICEO THOMPSON MATTHEWS;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;2;1;2;1;243;223;64,5;70;49;1930;137;137;572;89,1448468;-37,084801;-73,161453;GRATUITO
2022;2m;4969;7;LICEO SANTA DORIS;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;3;2;1;1;243;208;;;23;704;19;19;130;90,12359551;-37,082512;-73,164993;GRATUITO
2022;2m;4973;5;INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;3;2;3;1;258;248;37,2;51,8;55;2273;413;413;1148;85,40687679;-37,078918;-73,156128;GRATUITO
2022;2m;4975;1;LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL FEDERICO SCH;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;5;2;2;1;249;247;48;55,8;0;0;0;0;0;0;;;SIN INFORMACION
2022;2m;4977;8;LICEO COMERCIAL ANDRES BELLO LOPEZ;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;2;1;1;1;209;204;79;87,5;85;3362;162;162;963;82,99420626;-37,011749;-73,155907;GRATUITO
2022;2m;4982;4;LICEO CORONEL ANTONIO SALAMANCA;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;2;1;2;1;240;229;53,7;72,2;104;4156;381;381;1377;87,08955224;-37,02821;-73,146828;GRATUITO
2022;2m;4983;2;LICEO YOBILO DE CORONEL;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;2;1;2;1;228;219;68,1;77,5;51;2064;87;84;441;88,93181818;-37,007721;-73,153137;GRATUITO
2022;2m;4984;0;ESCUELA ROSITA RENARD;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;2;1;2;1;240;235;57,1;66;63;2402;158;158;701;84,375;-37,001919;-73,165176;GRATUITO
2022;2m;5002;4;ESCUELA JUAN JOSE LATORRE BENAVENTE;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;2;1;1;2;202;175;100;100;32;1408;21;21;250;88,12195122;-36,975689;-73,528664;GRATUITO
2022;2m;5021;0;LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BAST;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;2;1;1;1;195;210;95,6;86,3;0;0;0;0;0;0;;;SIN INFORMACION
2022;2m;5024;5;LICEO BICENTENARIO ISIDORA RAMOS DE GAJARDO;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;2;1;2;1;257;253;40,9;51,4;59;2274;261;254;949;88,88;-37,61047;-73,649193;GRATUITO
2022;2m;5026;1;ESCUELA FRESIA GRACIELA MULLER RUIZ;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;2;1;1;1;256;248;43,9;52,5;87;3313;256;256;1028;85,62731872;-37,60865;-73,657494;GRATUITO
2022;2m;5048;2;LICEO BICENTENARIO SAN FELIPE DE ARAUCO;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;2;1;1;1;247;246;48,7;56,6;68;2654;217;217;839;88,6918239;-37,243721;-73,31736;GRATUITO
2022;2m;5057;1;LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;2;1;1;2;231;213;64,7;81,3;27;936;21;21;194;91,74193548;-37,19873;-73,564941;GRATUITO
2022;2m;5082;2;LICEO SAN FRANCISCO DE ASIS;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;3;2;3;1;241;249;55,9;56,8;77;2824;597;597;1515;87,48611111;-37,244141;-73,31797;GRATUITO
2022;2m;5083;0;COLEGIO ARAUCO;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;4;3;5;1;314;409;6,3;0;34;1295;66;0;351;91,74090909;-37,248535;-73,30604;MAS DE $100.000
2022;2m;5084;9;LICEO POLIVALENTE MARIANO LATORRE;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;2;1;2;1;234;240;63,6;60;134;5368;357;357;1156;89,75478927;-37,47346115;-73,34307098;GRATUITO
2022;2m;5104;7;COLEGIO ALONSO DE ERCILLA;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;3;2;2;1;218;231;62,5;67,3;62;2109;417;0;1290;86,52405722;-32,747589;-70,725273;$25.001 A $50.000
2022;2m;5105;5;LICEO BICENTENARIO POLITECNICO CAUPOLICAN;8;DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;2;1;1;1;229;222;67,1;71,4;45;1762;66;63;470;90,04587156;-37,628899;-73,460587;GRATUITO
2022;2m;5109;8;LICEO CLAUDIO FLORES SOTO;8;DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;2;1;1;2;233;239;60;58,5;63;2552;121;121;722;85,89073634;-37,613861;-73,412392;GRATUITO
2022;2m;5113;6;LICEO ORLANDO DELGADO ZÚNIGA;8;DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;2;1;1;2;236;228;66,7;71,4;35;1328;56;56;322;85,78461538;-37,673969;-73,394287;GRATUITO
2022;2m;5122;5;LICEO CRISTO REDENTOR;8;DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;3;2;1;1;214;214;77,8;86,3;75;2944;133;133;1147;87,91585761;-37,630749;-73,454887;GRATUITO
2022;2m;5126;8;LICEO HUMANISTA CIENTÍFICO JOSÉ DE LA CRUZ MIRANDA CORRE;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;2;1;2;1;267;277;32,1;38,4;0;0;0;0;0;0;;;SIN INFORMACION
2022;2m;5131;4;LICEO HOMERO VIGUERAS;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;2;1;1;1;229;254;;;50;1663;31;31;273;87,23786408;-37,790741;-73,391472;GRATUITO
2022;2m;5150;0;LICEO GABRIELA MISTRAL;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;3;2;3;1;275;279;23,7;36,8;30;827;167;0;528;87,24645892;-33,606998;-71,599998;$50.001 A $100.000
2022;2m;5153;5;COLEGIO INSTITUTO SAN JOSE;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;3;2;4;1;252;267;40,7;44,4;34;1285;162;162;517;85,8557377;-37,79253;-73,389977;GRATUITO
2022;2m;5155;1;LICEO POLIVALENTE NAHUELBUTA;8;DEL BIOBÍO;82;ARAUCO;8204;CONTULMO;2;1;1;1;225;218;67,2;75,8;35;1385;54;53;405;88,63265306;-38,01646;-73,228943;GRATUITO
